episode,step,agent_type,mode,state,crash,agent_0_pos,agent_0_action,agent_1_pos,agent_1_action,agent_2_pos,agent_2_action,agent_3_pos,agent_3_action,agent_0_reward,agent_1_reward,agent_2_reward,agent_3_reward
477,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
477,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
477,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
477,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
477,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
477,5,wolf,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,-0.5,-0.5
477,6,wolf,pure,"(0, 2, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,-0.5,-0.5
477,7,wolf,pure,"(0, 2, 0, 0)",False,0,0,2,0,0,0,0,0,-0.5,0.0,-0.5,-0.5
477,8,wolf,pure,"(0, 2, 0, 0)",False,0,1,2,1,0,0,0,0,0.0,0.0,-0.5,-0.5
477,9,wolf,pure,"(1, 2, 0, 0)",False,1,1,2,0,0,0,0,1,20.0,0.0,-0.5,0.0
477,10,wolf,pure,"(2, 2, 0, 1)",False,2,0,2,0,0,1,1,1,0.0,0.0,0.0,20.0
477,11,wolf,pure,"(2, 2, 1, 2)",False,2,1,2,0,1,1,2,0,0.0,0.0,20.0,0.0
478,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
478,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
478,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
478,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
478,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
478,5,wolf,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,0,0,0,-0.5,20.0,-0.5,-0.5
478,6,wolf,pure,"(0, 2, 0, 0)",False,0,1,2,0,0,0,0,0,0.0,0.0,-0.5,-0.5
478,7,wolf,pure,"(1, 2, 0, 0)",False,1,1,2,0,0,0,0,0,20.0,0.0,-0.5,-0.5
478,8,wolf,pure,"(2, 2, 0, 0)",False,2,0,2,0,0,1,0,1,0.0,0.0,0.0,0.0
478,9,wolf,pure,"(2, 2, 1, 1)",False,2,0,2,0,1,1,1,1,0.0,0.0,20.0,20.0
479,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
479,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
479,2,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,1,0,0,1,1,-0.5,0.0,-0.5,20.0
479,3,wolf,pure,"(0, 1, 0, 2)",False,0,0,1,1,0,1,2,0,-0.5,20.0,0.0,0.0
479,4,wolf,pure,"(0, 2, 1, 2)",False,0,0,2,0,1,1,2,0,-0.5,0.0,20.0,0.0
479,5,wolf,pure,"(0, 2, 2, 2)",False,0,1,2,0,2,0,2,1,0.0,0.0,0.0,0.0
479,6,wolf,pure,"(1, 2, 2, 2)",False,1,1,2,0,2,0,2,0,20.0,0.0,0.0,0.0
480,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
480,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
480,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
480,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
480,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
480,5,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
480,6,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
480,7,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
480,8,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
480,9,wolf,pure,"(0, 0, 0, 2)",False,0,1,0,0,0,0,2,1,0.0,-0.5,-0.5,0.0
480,10,wolf,pure,"(1, 0, 0, 2)",False,1,1,0,0,0,0,2,0,20.0,-0.5,-0.5,0.0
480,11,wolf,pure,"(2, 0, 0, 2)",False,2,0,0,1,0,0,2,1,0.0,0.0,-0.5,0.0
481,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
481,1,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,1,0,0,1,1,-0.5,0.0,-0.5,20.0
481,2,wolf,pure,"(0, 1, 0, 2)",False,0,0,1,1,0,0,2,0,-0.5,20.0,-0.5,0.0
481,3,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
481,4,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
481,5,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
481,6,wolf,pure,"(0, 2, 0, 2)",False,0,1,2,0,0,0,2,0,0.0,0.0,-0.5,0.0
481,7,wolf,pure,"(1, 2, 0, 2)",False,1,1,2,0,0,0,2,0,20.0,0.0,-0.5,0.0
481,8,wolf,pure,"(2, 2, 0, 2)",False,2,0,2,0,0,1,2,0,0.0,0.0,0.0,0.0
481,9,wolf,pure,"(2, 2, 1, 2)",False,2,0,2,0,1,1,2,0,0.0,0.0,20.0,0.0
482,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
482,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
482,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
482,3,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,1,-100.0,-0.5,-0.5,-100.0
483,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
483,1,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
483,2,wolf,pure,"(0, 0, 0, 2)",False,0,1,0,0,0,0,2,0,0.0,-0.5,-0.5,0.0
483,3,wolf,pure,"(1, 0, 0, 2)",False,1,1,0,0,0,1,2,0,20.0,-0.5,0.0,0.0
483,4,wolf,pure,"(2, 0, 1, 2)",False,2,0,0,1,1,1,2,0,0.0,0.0,20.0,0.0
483,5,wolf,pure,"(2, 1, 2, 2)",False,2,0,1,1,2,0,2,0,0.0,20.0,0.0,0.0
484,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
484,1,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
484,2,wolf,pure,"(0, 0, 0, 2)",False,0,1,0,0,0,0,2,0,0.0,-0.5,-0.5,0.0
484,3,wolf,pure,"(1, 0, 0, 2)",False,1,1,0,0,0,0,2,0,20.0,-0.5,-0.5,0.0
484,4,wolf,pure,"(2, 0, 0, 2)",False,2,0,0,0,0,0,2,0,0.0,-0.5,-0.5,0.0
484,5,wolf,pure,"(2, 0, 0, 2)",False,2,0,0,1,0,0,2,0,0.0,0.0,-0.5,0.0
484,6,wolf,pure,"(2, 1, 0, 2)",False,2,0,1,1,0,1,2,1,0.0,20.0,0.0,0.0
484,7,wolf,pure,"(2, 2, 1, 2)",False,2,0,2,0,1,1,2,0,0.0,0.0,20.0,0.0
485,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
485,1,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,1,0,0,1,1,-0.5,0.0,-0.5,20.0
485,2,wolf,pure,"(0, 1, 0, 2)",False,0,0,1,1,0,0,2,1,-0.5,20.0,-0.5,0.0
485,3,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
485,4,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
485,5,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
485,6,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
485,7,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
485,8,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
485,9,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
485,10,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
485,11,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
486,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
486,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
486,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
486,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
486,4,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
486,5,wolf,pure,"(0, 0, 2, 0)",False,0,0,0,1,2,0,0,0,-0.5,0.0,0.0,-0.5
486,6,wolf,pure,"(0, 1, 2, 0)",False,0,0,1,1,2,0,0,1,-0.5,20.0,0.0,0.0
486,7,wolf,pure,"(0, 2, 2, 1)",False,0,0,2,0,2,0,1,0,-0.5,0.0,0.0,-0.5
486,8,wolf,pure,"(0, 2, 2, 1)",False,0,0,2,0,2,0,1,1,-0.5,0.0,0.0,20.0
486,9,wolf,pure,"(0, 2, 2, 2)",False,0,1,2,0,2,0,2,0,0.0,0.0,0.0,0.0
486,10,wolf,pure,"(1, 2, 2, 2)",False,1,1,2,0,2,0,2,1,20.0,0.0,0.0,0.0
487,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
487,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
487,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
487,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,1,0,0,0,0,-0.5,0.0,-0.5,-0.5
487,4,wolf,pure,"(0, 1, 0, 0)",False,0,0,1,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
487,5,wolf,pure,"(0, 1, 0, 0)",False,0,0,1,1,0,1,0,1,-0.5,20.0,0.0,0.0
487,6,wolf,pure,"(0, 2, 1, 1)",False,0,0,2,0,1,1,1,1,-0.5,0.0,20.0,20.0
487,7,wolf,pure,"(0, 2, 2, 2)",False,0,1,2,0,2,0,2,0,0.0,0.0,0.0,0.0
487,8,wolf,pure,"(1, 2, 2, 2)",False,1,1,2,0,2,0,2,0,20.0,0.0,0.0,0.0
488,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
488,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
488,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
488,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
488,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
488,5,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
488,6,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
488,7,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
488,8,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
488,9,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
488,10,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
488,11,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
489,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,1,0,0,-0.5,-0.5,0.0,-0.5
489,1,wolf,pure,"(0, 0, 1, 0)",False,0,0,0,0,1,1,0,0,-0.5,-0.5,20.0,-0.5
489,2,wolf,pure,"(0, 0, 2, 0)",False,0,0,0,0,2,0,0,0,-0.5,-0.5,0.0,-0.5
489,3,wolf,pure,"(0, 0, 2, 0)",False,0,0,0,0,2,0,0,0,-0.5,-0.5,0.0,-0.5
489,4,wolf,pure,"(0, 0, 2, 0)",False,0,0,0,1,2,1,0,0,-0.5,0.0,0.0,-0.5
489,5,wolf,pure,"(0, 1, 2, 0)",False,0,0,1,1,2,0,0,0,-0.5,20.0,0.0,-0.5
489,6,wolf,pure,"(0, 2, 2, 0)",False,0,0,2,0,2,0,0,0,-0.5,0.0,0.0,-0.5
489,7,wolf,pure,"(0, 2, 2, 0)",False,0,0,2,0,2,0,0,0,-0.5,0.0,0.0,-0.5
489,8,wolf,pure,"(0, 2, 2, 0)",False,0,0,2,0,2,0,0,0,-0.5,0.0,0.0,-0.5
489,9,wolf,pure,"(0, 2, 2, 0)",False,0,1,2,0,2,0,0,0,0.0,0.0,0.0,-0.5
489,10,wolf,pure,"(1, 2, 2, 0)",False,1,1,2,0,2,0,0,0,20.0,0.0,0.0,-0.5
489,11,wolf,pure,"(2, 2, 2, 0)",False,2,0,2,0,2,0,0,0,0.0,0.0,0.0,-0.5
490,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
490,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
490,2,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,1,0,0,1,1,-0.5,0.0,-0.5,20.0
490,3,wolf,pure,"(0, 1, 0, 2)",False,0,1,1,1,0,0,2,0,0.0,20.0,-0.5,0.0
490,4,wolf,pure,"(1, 2, 0, 2)",False,1,1,2,0,0,0,2,0,20.0,0.0,-0.5,0.0
490,5,wolf,pure,"(2, 2, 0, 2)",False,2,0,2,0,0,0,2,0,0.0,0.0,-0.5,0.0
490,6,wolf,pure,"(2, 2, 0, 2)",False,2,1,2,0,0,1,2,0,0.0,0.0,0.0,0.0
490,7,wolf,pure,"(2, 2, 1, 2)",False,2,0,2,0,1,1,2,0,0.0,0.0,20.0,0.0
491,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
491,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
491,2,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,1,0,0,1,1,-0.5,0.0,-0.5,20.0
491,3,wolf,pure,"(0, 1, 0, 2)",False,0,0,1,1,0,0,2,0,-0.5,20.0,-0.5,0.0
491,4,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
491,5,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
491,6,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
491,7,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
491,8,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,1,0,0,2,0,-0.5,0.0,-0.5,0.0
491,9,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,0,-0.5,0.0,-0.5,0.0
491,10,wolf,pure,"(0, 2, 0, 2)",False,0,0,2,0,0,0,2,1,-0.5,0.0,-0.5,0.0
491,11,wolf,pure,"(0, 2, 0, 2)",False,0,1,2,0,0,1,2,0,-100.0,0.0,-100.0,0.0
492,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
492,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
492,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
492,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
492,4,wolf,pure,"(0, 0, 0, 1)",False,0,1,0,0,0,0,1,1,0.0,-0.5,-0.5,20.0
492,5,wolf,pure,"(1, 0, 0, 2)",False,1,1,0,0,0,0,2,0,20.0,-0.5,-0.5,0.0
492,6,wolf,pure,"(2, 0, 0, 2)",False,2,1,0,1,0,1,2,0,0.0,-100.0,-100.0,0.0
493,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
493,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
493,2,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
493,3,wolf,pure,"(0, 0, 0, 2)",False,0,1,0,0,0,0,2,0,0.0,-0.5,-0.5,0.0
493,4,wolf,pure,"(1, 0, 0, 2)",False,1,1,0,0,0,1,2,0,20.0,-0.5,0.0,0.0
493,5,wolf,pure,"(2, 0, 1, 2)",False,2,0,0,1,1,1,2,0,0.0,0.0,20.0,0.0
493,6,wolf,pure,"(2, 1, 2, 2)",False,2,0,1,1,2,0,2,0,0.0,20.0,0.0,0.0
494,0,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,1,-100.0,-0.5,-0.5,-100.0
495,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,5,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,6,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,7,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,8,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,9,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,10,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
495,11,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
496,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
496,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
496,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
496,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
496,4,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
496,5,wolf,pure,"(1, 0, 0, 0)",False,1,1,0,0,0,0,0,0,20.0,-0.5,-0.5,-0.5
496,6,wolf,pure,"(2, 0, 0, 0)",False,2,0,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
496,7,wolf,pure,"(2, 0, 0, 0)",False,2,1,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
496,8,wolf,pure,"(2, 0, 0, 0)",False,2,0,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
496,9,wolf,pure,"(2, 0, 0, 0)",False,2,0,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
496,10,wolf,pure,"(2, 0, 0, 0)",False,2,0,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
496,11,wolf,pure,"(2, 0, 0, 0)",False,2,0,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
497,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
497,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
497,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
497,3,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
497,4,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
497,5,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
497,6,wolf,pure,"(0, 0, 0, 2)",False,0,1,0,0,0,0,2,0,0.0,-0.5,-0.5,0.0
497,7,wolf,pure,"(1, 0, 0, 2)",False,1,1,0,0,0,0,2,0,20.0,-0.5,-0.5,0.0
497,8,wolf,pure,"(2, 0, 0, 2)",False,2,0,0,0,0,1,2,0,0.0,-0.5,0.0,0.0
497,9,wolf,pure,"(2, 0, 1, 2)",False,2,0,0,0,1,1,2,0,0.0,-0.5,20.0,0.0
497,10,wolf,pure,"(2, 0, 2, 2)",False,2,0,0,0,2,0,2,0,0.0,-0.5,0.0,0.0
497,11,wolf,pure,"(2, 0, 2, 2)",False,2,0,0,1,2,0,2,0,0.0,0.0,0.0,0.0
498,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
498,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
498,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
498,3,wolf,pure,"(0, 0, 0, 0)",False,0,1,0,0,0,0,0,0,0.0,-0.5,-0.5,-0.5
498,4,wolf,pure,"(1, 0, 0, 0)",False,1,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
498,5,wolf,pure,"(1, 0, 0, 0)",False,1,1,0,1,0,0,0,0,20.0,0.0,-0.5,-0.5
498,6,wolf,pure,"(2, 1, 0, 0)",False,2,0,1,1,0,0,0,0,0.0,20.0,-0.5,-0.5
498,7,wolf,pure,"(2, 2, 0, 0)",False,2,0,2,1,0,1,0,1,0.0,0.0,0.0,0.0
498,8,wolf,pure,"(2, 2, 1, 1)",False,2,0,2,0,1,1,1,1,0.0,0.0,20.0,20.0
499,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
499,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
499,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
499,3,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
499,4,wolf,pure,"(0, 0, 0, 2)",False,0,1,0,0,0,0,2,0,0.0,-0.5,-0.5,0.0
499,5,wolf,pure,"(1, 0, 0, 2)",False,1,1,0,0,0,0,2,0,20.0,-0.5,-0.5,0.0
499,6,wolf,pure,"(2, 0, 0, 2)",False,2,0,0,0,0,0,2,0,0.0,-0.5,-0.5,0.0
499,7,wolf,pure,"(2, 0, 0, 2)",False,2,0,0,0,0,1,2,0,0.0,-0.5,0.0,0.0
499,8,wolf,pure,"(2, 0, 1, 2)",False,2,0,0,0,1,0,2,0,0.0,-0.5,-0.5,0.0
499,9,wolf,pure,"(2, 0, 1, 2)",False,2,0,0,0,1,1,2,0,0.0,-0.5,20.0,0.0
499,10,wolf,pure,"(2, 0, 2, 2)",False,2,0,0,1,2,0,2,0,0.0,0.0,0.0,0.0
499,11,wolf,pure,"(2, 1, 2, 2)",False,2,0,1,1,2,0,2,0,0.0,20.0,0.0,0.0
500,0,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
500,1,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5
500,2,wolf,pure,"(0, 0, 0, 0)",False,0,0,0,0,0,0,0,1,-0.5,-0.5,-0.5,0.0
500,3,wolf,pure,"(0, 0, 0, 1)",False,0,0,0,0,0,0,1,1,-0.5,-0.5,-0.5,20.0
500,4,wolf,pure,"(0, 0, 0, 2)",False,0,1,0,0,0,0,2,0,0.0,-0.5,-0.5,0.0
500,5,wolf,pure,"(1, 0, 0, 2)",False,1,1,0,0,0,0,2,0,20.0,-0.5,-0.5,0.0
500,6,wolf,pure,"(2, 0, 0, 2)",False,2,0,0,0,0,0,2,0,0.0,-0.5,-0.5,0.0
500,7,wolf,pure,"(2, 0, 0, 2)",False,2,0,0,1,0,0,2,1,0.0,0.0,-0.5,0.0
